Genus,species,URL,Primary Research,Environment,Domain,Phylum/Kingdom,Netid,Environment Notes,,
Pyrobaculum,oguniense,https://microbewiki.kenyon.edu/index.php/Pyrobaculum_oguniense,Environmental Microbiome,Thermophile,Archaea ,Crenarchaeota,dmolik,,,
Pyrococcus,abyssi,https://microbewiki.kenyon.edu/index.php/Pyrococcus_abyssi,Extremophile,Thermophile,Archaea,Euryarchaeota,Precompleted,Hydrothermal vent,,
Pyrococcus,furiosus,https://microbewiki.kenyon.edu/index.php/Pyrococcus_furiosus,Extremophile,Thermophile,Archaea,Euryarchaeota,Precompleted,Hydrothermal vent,,
Pyrococcus,horikoshii,https://microbewiki.kenyon.edu/index.php/Pyrococcus_horikoshii,Extremophile,Thermophile,Archaea,Euryarchaeota,Precompleted,Hydrothermal vent,,
Pyrococcus,yayanosii,https://microbewiki.kenyon.edu/index.php/Pyrococcus_yayanosii,Extremophile,Thermophile,Archaea,Euryarchaeota,Precompleted,Hydrothermal vent,,
Pyrocystis,fusiformis,https://microbewiki.kenyon.edu/index.php/Pyrocystis_fusiformis,Environmental Microbiome,Marine,Eukaryota,Alveolata,Precompleted,,,
Pyrodictium,abyssi,https://microbewiki.kenyon.edu/index.php/Pyrodictium_abyssi,Extremophile,Thermophile,Archaea,Crenarchaeota,Precompleted,,,
Pyrodinium,bahamense,https://microbewiki.kenyon.edu/index.php/Pyrodinium_bahamense,Environmental Microbiome,Marine,Eukaryota,Alveolata,Precompleted,,,
Pyrolobus,fumarii,https://microbewiki.kenyon.edu/index.php/Pyrolobus_fumarii,Extremophile,Thermophile,Archaea,Crenarchaeota,Precompleted,,,
Pythium,insidiosum,https://microbewiki.kenyon.edu/index.php/Pythium_insidiosum,Pathogen,Generalist,Eukaryota,Stramenopiles,Precompleted,Animal Parasite,,
Pythium,oligandrum,https://microbewiki.kenyon.edu/index.php/Pythium_oligandrum,Pathogen,Generalist,Eukaryota,Chromalveolata,Precompleted,Rhizosphere,,
Rahnella,aquatilis,https://microbewiki.kenyon.edu/index.php/Rahnella_aquatilis,Pathogen,Generalist,Bacteria,Proteobacteria,Precompleted,,,
Ralstonia,eutropha,https://microbewiki.kenyon.edu/index.php/Ralstonia_eutropha,Bioremediation,Aquatic and Soil,Bacteria,Proteobacteria,Precompleted,,,
Ralstonia,metallidurans,https://microbewiki.kenyon.edu/index.php/Ralstonia_metallidurans,Pathogen,Unknown ,Bacteria,Proteobacteria,Precompleted,Heavy Metals,,
Ralstonia,pickettii,https://microbewiki.kenyon.edu/index.php/Ralstonia_pickettii,Pathogen,Aquatic and Soil,Bacteria,Proteobacteria,Precompleted,Heavy Metals,,
Ralstonia,solanacearum,https://microbewiki.kenyon.edu/index.php/Ralstonia_solanacearum,Rhizosphere,Soil,Bacteria,Proteobacteria,Precompleted,,,
Renibacterium,salmoninarum,https://microbewiki.kenyon.edu/index.php/Renibacterium_salmoninarum,Animal Microbiome,Animal Host,Bacteria,Actinobacteria,Precompleted,,,
Rhizobium,etli,https://microbewiki.kenyon.edu/index.php/Rhizobium_etli,Rhizosphere,Soil,Bacteria,Proteobacteria,Precompleted,Rhizosphere,,
Rhizopus,oryzae,https://microbewiki.kenyon.edu/index.php/Rhizopus_oryzae,Pathogen,Soil,Eukaryota,Fungi,Precompleted,Detritus,,
Rhodanobacter,denitrificans,https://microbewiki.kenyon.edu/index.php/Rhodanobacter_denitrificans,Bioremediation,Soil,Bacteria,Proteobacteria,Precompleted,,,
Rhodobacter,sphaeroides,https://microbewiki.kenyon.edu/index.php/Rhodobacter_sphaeroides,Misc,Sediment,Bacteria,Proteobacteria,Precompleted,Soil,,
Rhodococcus,equi,https://microbewiki.kenyon.edu/index.php/Rhodococcus_equi,Pathogen,Aquatic and Soil,Bacteria,Actinobacteria,Precompleted,,,
Rhodococcus,pyridinivorans,https://microbewiki.kenyon.edu/index.php/Rhodococcus_pyridinivorans,Bioremediation,Aquatic and Soil,Bacteria,Actinobacteria,Precompleted,,,
Rhodococcus,rhodochrous,https://microbewiki.kenyon.edu/index.php/Rhodococcus_rhodochrous,Environmental Microbiome,General,Bacteria,Actinobacteria,Precompleted,,,
Rhodoferax,ferrireducens,https://microbewiki.kenyon.edu/index.php/Rhodoferax_ferrireducens,Environmental Microbiome,Sediment,Bacteria,Proteobacteria,Precompleted,,,
Rhodospirillum,photometricum,https://microbewiki.kenyon.edu/index.php/Rhodospirillum_photometricum,Environmental Microbiome,Aquatic,Bacteria,Bacteroidetes,Precompleted,Hot Springs,,
Rhodospirillum,rubrum,https://microbewiki.kenyon.edu/index.php/Rhodospirillum_rubrum,Environmental Microbiome,Aquatic,Bacteria,Bacteroidetes,Precompleted,,,
Rhodothermus,marinus,https://microbewiki.kenyon.edu/index.php/Rhodothermus_marinus,Extremophile,Thermophile,Bacteria,Bacteroidetes,Precompleted,,,
Rickettsia,conorii,https://microbewiki.kenyon.edu/index.php/Rickettsia_conorii,Pathogen,Animal Host,Bacteria,Proteobacteria,Precompleted,Pathogen,,
Rickettsia,felis,https://microbewiki.kenyon.edu/index.php/Rickettsia_felis,Animal Microbiome,Animal Host,Bacteria,Proteobacteria,Precompleted,ticks,,
Rickettsia,honei,https://microbewiki.kenyon.edu/index.php/Rickettsia_honei,Pathogen,Animal Host,Bacteria,Proteobacteria,Precompleted,humans,,
Rickettsia,japonica,https://microbewiki.kenyon.edu/index.php/Rickettsia_japonica,Animal Microbiome,Animal Host,Bacteria,Proteobacteria,Precompleted,ticks,,
Rickettsia,prowazekii,https://microbewiki.kenyon.edu/index.php/Rickettsia_prowazekii,Pathogen,Animal Host,Bacteria,Proteobacteria,Precompleted,ticks,,
Rickettsia,rickettsii,https://microbewiki.kenyon.edu/index.php/Rickettsia_rickettsii,Pathogen,Animal Host,Bacteria,Proteobacteria,Precompleted,ticks,,
Rickettsia,typhi,https://microbewiki.kenyon.edu/index.php/Rickettsia_typhi,Pathogen,Animal Host,Bacteria,Proteobacteria,Precompleted,ticks,,
Roseiflexus,castenholzii,https://microbewiki.kenyon.edu/index.php/Roseiflexus_castenholzii,Extremophile,Thermophile,Bacteria,Castenholzii,Precompleted,hot springs,,
Roseobacter,denitrificans,https://microbewiki.kenyon.edu/index.php/Roseobacter_denitrificans,Environmental Microbiome,Aquatic and Soil,Bacteria,Proteobacteria,Precompleted,,,
Rubrobacter,Xylanophilus,https://microbewiki.kenyon.edu/index.php/Rubrobacter_Xylanophilus,Bioremediation,Thermophile,Bacteria,Actinobacteria,Precompleted,Run off,,
Rubrobacter,radiotolerans,https://microbewiki.kenyon.edu/index.php/Rubrobacter_radiotolerans,Environmental Microbiome,Thermophile,Bacteria,Actinobacteria,Precompleted,hot springs,,
Saccharomyces,boulardii,https://microbewiki.kenyon.edu/index.php/Saccharomyces_boulardii,Pathogen,Plant Host,Eukaryota,Fungi,Precompleted,,,
Saccharomyces,cerevisiae,https://microbewiki.kenyon.edu/index.php/Saccharomyces_cerevisiae,Fermentation,General,Eukaryota,Fungi,Precompleted,,,
Saccharomyces,paradoxus,https://microbewiki.kenyon.edu/index.php/Saccharomyces_paradoxus,Misc,Plant Host,Eukaryota,Fungi,Precompleted,,,
Saccharomyces,pastorianus,https://microbewiki.kenyon.edu/index.php/Saccharomyces_pastorianus,Fermentation,Plant Host,Eukaryota,Fungi,Precompleted,,,
Saccharophagus,degradans,https://microbewiki.kenyon.edu/index.php/Saccharophagus_degradans,Environmental Microbiome,Marine,Bacteria,Proteobacteria,Precompleted,,,
Saccharopolyspora,spinosa,https://microbewiki.kenyon.edu/index.php/Saccharopolyspora_spinosa,Environmental Microbiome,Soil,Bacteria,Actinobacteria,Precompleted,,,
Salegentibacter,mishustinae,https://microbewiki.kenyon.edu/index.php/Salegentibacter_mishustinae,Misc,Marine,Bacteria,Bacteroidetes,Precompleted,,,
Salinarchaeum,laminariae,https://microbewiki.kenyon.edu/index.php/Salinarchaeum_laminariae,Environmental Microbiome,Halophile,Archaea,Euryarchaeota,Precompleted,,,
Salinibacter,ruber,https://microbewiki.kenyon.edu/index.php/Salinibacter_ruber,Extremophile,Halophile,Bacteria,Bacteroidetes,Precompleted,Halophile,,
Salmonella,typhi,https://microbewiki.kenyon.edu/index.php/Salmonella_typhi,Pathogen,Generalist,Bacteria,Proteobacteria,mchang3,food bourne,,
Salmonella,typhimurium,https://microbewiki.kenyon.edu/index.php/Salmonella_typhimurium,Pathogen,Generalist,Bacteria,Proteobacteria,mchang3,gastrointestinal,,
Saprospira,grandis,https://microbewiki.kenyon.edu/index.php/Saprospira_grandis,Environmental Microbiome,Marine,Bacteria,Bacteroidetes,mchang3,free-living,,
Sarcoptes,scabiei,https://microbewiki.kenyon.edu/index.php/Sarcoptes_scabiei,Pathogen,Animal Host ,Eukaryota,Animalia,mchang3,parasitic,,
Scardovia,wiggsiae,https://microbewiki.kenyon.edu/index.php/Scardovia_wiggsiae,Pathogen,Animal Host ,Bacteria,Actinobacteria,mchang3,oral cavity,,
Schizosaccharomyces,cryophilus,https://microbewiki.kenyon.edu/index.php/Schizosaccharomyces_cryophilus,Misc,Generalist,Eukaryota,Ascomycota,mchang3,,,
Schizosaccharomyces,pombe,https://microbewiki.kenyon.edu/index.php/Schizosaccharomyces_pombe,Pathogen,Generalist,Eukaryota,Ascomycota,mchang3,,,
Scytonema,crispum,https://microbewiki.kenyon.edu/index.php/Scytonema_crispum,Environmental Microbiome,Aquatic,Bacteria,Cyanobacteria,mchang3,,,
Selenomonas,noxia,https://microbewiki.kenyon.edu/index.php/Selenomonas_noxia,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,oral cavity,,
Serratia,liquefaciens,https://microbewiki.kenyon.edu/index.php/Serratia_liquefaciens,Rhizosphere,Generalist,Bacteria,Proteobacteria,mchang3,,,
Serratia,marcescens,https://microbewiki.kenyon.edu/index.php/Serratia_marcescens,Pathogen,Generalist,Bacteria,Proteobacteria,mchang3,,,
Shewanella,amazonensis,https://microbewiki.kenyon.edu/index.php/Shewanella_amazonensis,Environmental Microbiome,Sediment,Bacteria,Proteobacteria,mchang3,,,
Shewanella,baltica,https://microbewiki.kenyon.edu/index.php/Shewanella_baltica,Environmental Microbiome,Marine,Bacteria,Proteobacteria,mchang3,,,
Shewanella,denitrificans,https://microbewiki.kenyon.edu/index.php/Shewanella_denitrificans,Misc,Marine,Bacteria,Proteobacteria,mchang3,,,
Shewanella,loihica,https://microbewiki.kenyon.edu/index.php/Shewanella_loihica,Extremophile,Thermophile,Bacteria,Proteobacteria,mchang3,,,
Shewanella,oneidensis,https://microbewiki.kenyon.edu/index.php/Shewanella_oneidensis,Environmental Microbiome,Sediment,Bacteria,Proteobacteria,mchang3,,,
Shewanella,putrefaciens,https://microbewiki.kenyon.edu/index.php/Shewanella_putrefaciens,Animal Microbiome,Aquatic,Bacteria,Proteobacteria,mchang3,,,
Shewanella,woodyi,https://microbewiki.kenyon.edu/index.php/Shewanella_woodyi,Environmental Microbiome,Marine,Bacteria,Proteobacteria,mchang3,,,
Shigella,boydii,https://microbewiki.kenyon.edu/index.php/Shigella_boydii,Pathogen,Animal Host ,Bacteria,Proteobacteria,mchang3,,,
Shigella,dysenteriae,https://microbewiki.kenyon.edu/index.php/Shigella_dysenteriae,Pathogen,Animal Host ,Bacteria,Proteobacteria,mchang3,,,
Shigella,flexneri,https://microbewiki.kenyon.edu/index.php/Shigella_flexneri,Pathogen,Animal Host ,Bacteria,Proteobacteria,mchang3,also infected water,,
Shigella,sonnei,https://microbewiki.kenyon.edu/index.php/Shigella_sonnei,Pathogen,Animal Host ,Bacteria,Proteobacteria,mchang3,gastrointestinal,,
Silicibacter,pomeroyi,https://microbewiki.kenyon.edu/index.php/Silicibacter_pomeroyi,Environmental Microbiome,Marine,Bacteria,Proteobacteria,mchang3,,,
Simkania,negevensis,https://microbewiki.kenyon.edu/index.php/Simkania_negevensis,Pathogen,Animal Host ,Bacteria,Chlamydiae,mchang3,uses some hosts,,
Sinorhizobium,meliloti,https://microbewiki.kenyon.edu/index.php/Sinorhizobium_meliloti,Environmental Microbiome,Soil,Bacteria,Proteobacteria,mchang3,,,
Sodalis,glossinidius,https://microbewiki.kenyon.edu/index.php/Sodalis_glossinidius,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,mchang3,endosymbiont of the tsetse fly,,
Sparassis,crispa,https://microbewiki.kenyon.edu/index.php/Sparassis_crispa,Environmental Microbiome,Generalist,Eukaryota,Basidiomycota,mchang3,dead or alive plant material,,
Sphingobacterium,canadense,https://microbewiki.kenyon.edu/index.php/Sphingobacterium_canadense,Rhizosphere,Generalist,Bacteria,Basidiomycota,mchang3,,,
Sphingobacterium,multivorum,https://microbewiki.kenyon.edu/index.php/Sphingobacterium_multivorum,Environmental Microbiome,Unknown ,Bacteria,Bacteroidetes,mchang3,isolated from lung,,
Spirochaeta,americana,https://microbewiki.kenyon.edu/index.php/Spirochaeta_americana,Extremophile,Alkaliphile,Bacteria,Spirochetes,mchang3,,,
Spiroplasma,kunkelii,https://microbewiki.kenyon.edu/index.php/Spiroplasma_kunkelii,Rhizosphere,Animal Host ,Bacteria,Firmicutes,mchang3,insect vector in plants,,
Spiroplasma,melliferum,https://microbewiki.kenyon.edu/index.php/Spiroplasma_melliferum,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,mchang3,insect host,,
Spirulina,Platensis,https://microbewiki.kenyon.edu/index.php/Spirulina_Platensis,Environmental Microbiome,Marine,Bacteria,Cyanobacteria,mchang3,tends toward alkaliphile,,
Sporomusa,silvacetica,https://microbewiki.kenyon.edu/index.php/Sporomusa_silvacetica,Environmental Microbiome,Soil,Bacteria,Firmicutes,mchang3,,,
Sporosarcina,ureae,https://microbewiki.kenyon.edu/index.php/Sporosarcina_ureae,Environmental Microbiome,Soil,Bacteria,Firmicutes,mchang3,,,
Sporothrix,schenckii,https://microbewiki.kenyon.edu/index.php/Sporothrix_schenckii,Rhizosphere,Soil,Eukaryota,Ascomycota,mchang3,,,
Staphyloccocus,Epidermidis,https://microbewiki.kenyon.edu/index.php/Staphyloccocus_Epidermidis,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,human,,
Staphylococcus,Lugdunensis,https://microbewiki.kenyon.edu/index.php/Staphylococcus_Lugdunensis,Pathogen,Generalist,Bacteria,Firmicutes,mchang3,,,
Staphylococcus,aureus,https://microbewiki.kenyon.edu/index.php/Staphylococcus_aureus,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Staphylococcus,epidermidis,https://microbewiki.kenyon.edu/index.php/Staphylococcus_epidermidis,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,human,,
Staphylococcus,haemolyticus,https://microbewiki.kenyon.edu/index.php/Staphylococcus_haemolyticus,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Staphylococcus,muscae,https://microbewiki.kenyon.edu/index.php/Staphylococcus_muscae,Misc,Animal Host ,Bacteria,Firmicutes,mchang3,fly host,,
Staphylococcus,roseus,https://microbewiki.kenyon.edu/index.php/Staphylococcus_roseus,Misc,Unknown ,Bacteria,Firmicutes,Precompleted,,,
Staphylococcus,saprophyticus,https://microbewiki.kenyon.edu/index.php/Staphylococcus_saprophyticus,Pathogen,Animal Host ,Bacteria,Firmicutes,Precompleted,,,
Staphylothermus,marinus,https://microbewiki.kenyon.edu/index.php/Staphylothermus_marinus,Extremophile,Thermophile,Archaea,Crenarchaeota,mchang3,,,
Stenothermobacter,spongiae,https://microbewiki.kenyon.edu/index.php/Stenothermobacter_spongiae,Animal Microbiome,Animal Host ,Bacteria,Bacteroidetes,mchang3,marine sponge host,,
Stenotrophomonas,maltophilia,https://microbewiki.kenyon.edu/index.php/Stenotrophomonas_maltophilia,Pathogen,Soil,Bacteria,Proteobacteria,mchang3,infectious and also in envoronment,,
Stenotrophomonas,rhizophila,https://microbewiki.kenyon.edu/index.php/Stenotrophomonas_rhizophila,Rhizosphere,Plant Host,Bacteria,Proteobacteria,mchang3,,,
Steptomyces,lividans,https://microbewiki.kenyon.edu/index.php/Steptomyces_lividans,Rhizosphere,Soil,Bacteria,Actinobacteria,mchang3,,,
Stigmatella,aurantica,https://microbewiki.kenyon.edu/index.php/Stigmatella_aurantica,Environmental Microbiome,Soil,Bacteria,Proteobacteria,mchang3,,,
Streptococcus,agalactiae,https://microbewiki.kenyon.edu/index.php/Streptococcus_agalactiae,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Streptococcus,bovis,https://microbewiki.kenyon.edu/index.php/Streptococcus_bovis,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Streptococcus,dysgalactiae,https://microbewiki.kenyon.edu/index.php/Streptococcus_dysgalactiae,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Streptococcus,equi,https://microbewiki.kenyon.edu/index.php/Streptococcus_equi,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Streptococcus,gordonii,https://microbewiki.kenyon.edu/index.php/Streptococcus_gordonii,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Streptococcus,intermedius,https://microbewiki.kenyon.edu/index.php/Streptococcus_intermedius,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Streptococcus,mitis,https://microbewiki.kenyon.edu/index.php/Streptococcus_mitis,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,oral,,
Streptococcus,mutans,https://microbewiki.kenyon.edu/index.php/Streptococcus_mutans,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,oral,,
Streptococcus,oralis,https://microbewiki.kenyon.edu/index.php/Streptococcus_oralis,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,,,
Streptococcus,pneumoniae,https://microbewiki.kenyon.edu/index.php/Streptococcus_pneumoniae,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,respiratory,,
Streptococcus,pyogenes,https://microbewiki.kenyon.edu/index.php/Streptococcus_pyogenes,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,flesh eating,,
Streptococcus,salivarius,https://microbewiki.kenyon.edu/index.php/Streptococcus_salivarius,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,oral and respiratory,,
Streptococcus,sanguinis,https://microbewiki.kenyon.edu/index.php/Streptococcus_sanguinis,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,oral,,
Streptococcus,sobrinus,https://microbewiki.kenyon.edu/index.php/Streptococcus_sobrinus,Pathogen,Animal Host ,Bacteria,Firmicutes,mchang3,oral,,
Streptococcus,thermophilus,https://microbewiki.kenyon.edu/index.php/Streptococcus_thermophilus,Industrial,Generalist,Bacteria,Firmicutes,mchang3,fermenting,,
Streptococcus,troglodytidis,https://microbewiki.kenyon.edu/index.php/Streptococcus_troglodytidis,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,mchang3,chimpanzee,,
Streptococcus,zooepidemicus,https://microbewiki.kenyon.edu/index.php/Streptococcus_zooepidemicus,Animal Microbiome,Animal Host ,Bacteria,Firmicutes,Precompleted,,,
Streptomyces,avermitilis,https://microbewiki.kenyon.edu/index.php/Streptomyces_avermitilis,Environmental Microbiome,Soil,Bacteria,actinobacteria,Precompleted,,,
Streptomyces,coelicolor,https://microbewiki.kenyon.edu/index.php/Streptomyces_coelicolor,Environmental Microbiome,Soil,Bacteria,actinobacteria,Precompleted,,,
Streptomyces,griseus,https://microbewiki.kenyon.edu/index.php/Streptomyces_griseus,Industrial,Soil,Bacteria,Actinobacteria,mchang3,,,
Streptomyces,lividans,https://microbewiki.kenyon.edu/index.php/Streptomyces_lividans,Environmental Microbiome,Soil,Bacteria,Actinobacteria,mchang3,,,
Streptomyces,neyagawaensis,https://microbewiki.kenyon.edu/index.php/Streptomyces_neyagawaensis,Rhizosphere,Soil,Bacteria,Actinobacteria,mchang3,aerobic,,
Subsaximicrobium,wynnwilliamsii,https://microbewiki.kenyon.edu/index.php/Subsaximicrobium_wynnwilliamsii,Environmental Microbiome,Halophile,Bacteria,Bacteroidetes,mchang3,"halophilic, cold",,
Sulcia,muelleri,https://microbewiki.kenyon.edu/index.php/Sulcia_muelleri,Animal Microbiome,Microbe Host,Bacteria,Bacteroidetes,mchang3,,,
Sulfobacillus,Thermosulfidooxidans,https://microbewiki.kenyon.edu/index.php/Sulfobacillus_Thermosulfidooxidans,Extremophile,Aquatic and Soil,Archaea ,Crenarchaeota,aobert,Hot springs and hot acidic soils,,
Sulfolobus,acidocaldarius,https://microbewiki.kenyon.edu/index.php/Sulfolobus_acidocaldarius,Extremophile,Thermoacidophile,Archaea ,Crenarchaeota,mchang3,hotsprings,,
Sulfolobus,islandicus,https://microbewiki.kenyon.edu/index.php/Sulfolobus_islandicus,Extremophile,Thermophile,Archaea ,Crenarchaeota,mchang3,volcanic,,
Sulfolobus,solfataricus,https://microbewiki.kenyon.edu/index.php/Sulfolobus_solfataricus,Extremophile,Thermoacidophile,Archaea ,Crenarchaeota,mchang3,volcanic,,
Sulfolobus,tokodaii,https://microbewiki.kenyon.edu/index.php/Sulfolobus_tokodaii,Extremophile,Thermoacidophile,Archaea ,Crenarchaeota,mchang3,,,
Sulfurimonas,denitrificans,https://microbewiki.kenyon.edu/index.php/Sulfurimonas_denitrificans,Environmental Microbiome,Marine,Bacteria,Proteobacteria,mchang3,sulfur oxidizing,,
Sunxiuqinia,elliptica,https://microbewiki.kenyon.edu/index.php/Sunxiuqinia_elliptica,Misc,Sediment,Bacteria,Bacteroidetes,mchang3,,,
Sutterella,wadsworthensis,https://microbewiki.kenyon.edu/index.php/Sutterella_wadsworthensis,Pathogen,Animal Host ,Bacteria,Proteobacteria,mchang3,gastrointestinal,,
Symbiobacterium,thermophilum,https://microbewiki.kenyon.edu/index.php/Symbiobacterium_thermophilum,Bioremediation,Generalist,Bacteria,Firmicutes,mchang3,,,
Symbiodinium,Symbiosis,https://microbewiki.kenyon.edu/index.php/Symbiodinium_Symbiosis,Environmental Microbiome,Animal Host ,Eukaryota,Dinoflagellata,mchang3,endosymbiotic algae,,
Synechococcus,elongatus,https://microbewiki.kenyon.edu/index.php/Synechococcus_elongatus,Environmental Microbiome,Aquatic,Bacteria,Cyanobacteria,mchang3,,,
Synergistes,jonesii,https://microbewiki.kenyon.edu/index.php/Synergistes_jonesii,Animal Microbiome,Thermophile,Bacteria,Synergistetes,aobert,Rumen of goats and cattle,,
Syntrophomonas,wolfei,https://microbewiki.kenyon.edu/index.php/Syntrophomonas_wolfei,Bioremediation,Sediment,Bacteria,Firmicutes,mchang3,,,
Syntrophus,aciditrophicus,https://microbewiki.kenyon.edu/index.php/Syntrophus_aciditrophicus,Industrial,Sediment,Bacteria,Proteobacteria,mchang3,sewage sludge,,
Syringammina,fragilissima,https://microbewiki.kenyon.edu/index.php/Syringammina_fragilissima,Extremophile,Marine,Eukaryota,Foraminifera,mchang3,,,
Tamlana,Crocina,https://microbewiki.kenyon.edu/index.php/Tamlana_Crocina,Misc,Sediment,Bacteria,Bacteroidetes,mchang3,found on one volcanic island,,
Tannerella,forsythia,https://microbewiki.kenyon.edu/index.php/Tannerella_forsythia,Pathogen,Animal Host ,Bacteria,Bacteroidetes,mchang3,oral,,
Taxomyces,andreanae,https://microbewiki.kenyon.edu/index.php/Taxomyces_andreanae,Environmental Microbiome,Plant Host,Eukaryota,Ascomycota,mchang3,endophyte,,
Tenacibaculum,aestuarii,https://microbewiki.kenyon.edu/index.php/Tenacibaculum_aestuarii,Misc,Sediment,Bacteria,Bacteroidetes,mchang3,tidal flat,,
Tenacibaculum,aiptasiae,https://microbewiki.kenyon.edu/index.php/Tenacibaculum_aiptasiae,Misc,Animal Host ,Bacteria,Bacteroidetes,mchang3,isolated from a diseased sea anemone,,
Tenacibaculum,amylolyticum,https://microbewiki.kenyon.edu/index.php/Tenacibaculum_amylolyticum,Environmental Microbiome,Marine,Bacteria,Bacteroidetes,mchang3,,,
Tenacibaculum,maritimum,https://microbewiki.kenyon.edu/index.php/Tenacibaculum_maritimum,Pathogen,Animal Host ,Bacteria,Bacteroidetes,mchang3,found in diseased fish,,
Teredinibacter,turnerae,https://microbewiki.kenyon.edu/index.php/Teredinibacter_turnerae,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,mchang3,in shipworms,,
Tersicoccus,phoenicis,https://microbewiki.kenyon.edu/index.php/Tersicoccus_phoenicis,Misc,Unknown ,Bacteria,Actinobacteria,mchang3,found only in 2 clean rooms at the Kennedy Space Center,,
Tetrahymena,thermophila,https://microbewiki.kenyon.edu/index.php/Tetrahymena_thermophila,Environmental Microbiome,Aquatic,Eukaryota,Ciliophora,mchang3,,,
Thalassiosira,pseudonana,https://microbewiki.kenyon.edu/index.php/Thalassiosira_pseudonana,Environmental Microbiome,Marine,Eukaryota,Bacillariophyta,mchang3,,,
Thalassolituus,oleivorans,https://microbewiki.kenyon.edu/index.php/Thalassolituus_oleivorans,Environmental Microbiome,Sediment,Bacteria,Proteobacteria,mchang3,,,
Thermoanaerobacter,kivui,https://microbewiki.kenyon.edu/index.php/Thermoanaerobacter_kivui,Extremophile,Thermophile,Bacteria,Firmicutes,mchang3,,,
Thermobifida,fusca,https://microbewiki.kenyon.edu/index.php/Thermobifida_fusca,Extremophile,Thermophile,Bacteria,Actinobacteria,jstuppy,decomposing organic matter,,
Thermococcus,barophilus,https://microbewiki.kenyon.edu/index.php/Thermococcus_barophilus,Extremophile,Thermophile,Archaea ,Euryarchaeota,jstuppy,barophilic,,
Thermococcus,fumicolans,https://microbewiki.kenyon.edu/index.php/Thermococcus_fumicolans,Extremophile,Thermophile,Archaea ,Euryarchaeota,jstuppy,hydrothermal vents,,
Thermococcus,gammatolerans,https://microbewiki.kenyon.edu/index.php/Thermococcus_gammatolerans,Extremophile,Thermophile,Archaea ,Euryarchaeota,mchang3,,,
Thermococcus,kodakarensis,https://microbewiki.kenyon.edu/index.php/Thermococcus_kodakarensis,Extremophile,Thermophile,Archaea ,Euryarchaeota,mchang3,,,
Thermodesulfatator,atlanticus,https://microbewiki.kenyon.edu/index.php/Thermodesulfatator_atlanticus,Extremophile,Thermophile,Bacteria,Thermodesulfobacteria,mchang3,hydrothermal vent,,
Thermofilum,pendens,https://microbewiki.kenyon.edu/index.php/Thermofilum_pendens,Extremophile,Thermophile,Archaea ,Crenarchaeota,pbrown22,Also found in Acidophile & Saline environments,,
Thermoplasma,acidophilum,https://microbewiki.kenyon.edu/index.php/Thermoplasma_acidophilum,Extremophile,Thermoacidophile,Archaea ,Euryarchaeota,mchang3,,,
Thermoproteus,neutrophilus,https://microbewiki.kenyon.edu/index.php/Thermoproteus_neutrophilus,Extremophile,Thermophile,Archaea ,crenarchaeota,mchang3,,,
Thermos,Thermophilus,https://microbewiki.kenyon.edu/index.php/Thermos_Thermophilus,Extremophile,Thermophile,Bacteria,Deinococcus-Thermus,mchang3,,,
Thermotoga,Neapolitana,https://microbewiki.kenyon.edu/index.php/Thermotoga_Neapolitana,Extremophile,Thermophile,Bacteria,Thermotogae,mchang3,,,
Thermotoga,petrophila,https://microbewiki.kenyon.edu/index.php/Thermotoga_petrophila,Environmental Microbiome,Thermophile,Bacteria,Thermotogae,mchang3,,,
Thermus,thermophilus,https://microbewiki.kenyon.edu/index.php/Thermus_thermophilus,Extremophile,Thermophile,Bacteria,Deinococcus-Thermus,mchang3,,,
Thiobacillus,denitrificans,https://microbewiki.kenyon.edu/index.php/Thiobacillus_denitrificans,Environmental Microbiome,Sediment,Bacteria,Proteobacteria,mchang3,,,
Thiocapsa,roseopersicina,https://microbewiki.kenyon.edu/index.php/Thiocapsa_roseopersicina,Environmental Microbiome,Marine,Bacteria,Proteobacteria,mchang3,,,
